t_rel_s,alt_ft,x_ft,y_ft,pitch,roll
178.83,28.3,776118,1308574,0.2295,-0.1441
179.10,28.3,776121,1308572,0.2295,-0.1441
179.37,28.3,776123,1308572,0.2295,-0.1441
179.63,28.3,776123,1308572,0.2295,-0.1441
179.90,28.3,776124,1308572,0.2295,-0.1441
180.18,28.3,776124,1308572,0.2295,-0.1441
180.44,28.3,776124,1308572,0.2295,-0.1441
180.70,28.3,776124,1308571,0.2295,-0.1441
180.96,28.3,776124,1308571,0.2295,-0.1441
181.23,28.3,776125,1308571,0.2295,-0.1441
181.50,28.3,776125,1308571,0.2295,-0.1441
181.77,28.3,776125,1308571,0.2295,-0.1441
182.03,28.3,776125,1308571,0.2295,-0.1441
182.30,28.3,776125,1308571,0.2295,-0.1441
182.56,28.3,776125,1308571,0.2295,-0.1441
182.83,28.3,776126,1308571,0.2295,-0.1441
183.10,28.3,776126,1308571,0.2295,-0.1441
183.37,28.3,776126,1308571,0.2295,-0.1441
183.63,28.3,776126,1308571,0.2295,-0.1441
183.90,28.3,776126,1308571,0.2295,-0.1441
184.17,28.3,776126,1308571,0.2295,-0.1441
184.43,28.3,776126,1308571,0.2295,-0.1441
184.71,28.3,776126,1308571,0.2295,-0.1441
184.98,28.3,776126,1308571,0.2295,-0.1441
185.25,28.3,776126,1308571,0.2295,-0.1441
185.51,28.3,776126,1308571,0.2295,-0.1441
185.78,28.3,776126,1308571,0.2295,-0.1441
186.05,28.3,776126,1308571,0.2295,-0.1441
186.31,28.3,776126,1308571,0.2295,-0.1441
186.58,28.3,776126,1308571,0.2295,-0.1441
186.85,28.3,776126,1308571,0.2295,-0.1441
187.11,28.3,776126,1308571,0.2295,-0.1441
187.38,28.3,776126,1308571,0.2295,-0.1441
187.65,28.3,776126,1308571,0.2295,-0.1441
187.91,28.3,776126,1308571,0.2295,-0.1441
188.18,28.3,776126,1308571,0.2295,-0.1441
188.45,28.3,776126,1308571,0.2295,-0.1441
188.71,28.3,776126,1308571,0.2295,-0.1441
188.98,28.3,776126,1308571,0.2295,-0.1441
189.24,28.3,776126,1308571,0.2295,-0.1441
189.51,28.3,776126,1308571,0.2295,-0.1441
189.78,28.3,776126,1308571,0.2295,-0.1441
190.04,28.3,776126,1308571,0.2295,-0.1441
190.31,28.3,776126,1308571,0.2295,-0.1441
190.58,28.3,776126,1308571,0.2295,-0.1441
190.84,28.3,776126,1308571,0.2295,-0.1441
191.11,28.3,776126,1308571,0.2295,-0.1441
191.38,28.3,776126,1308571,0.2295,-0.1441
191.64,28.3,776126,1308571,0.2295,-0.1441
191.91,28.3,776126,1308571,0.2295,-0.1441
192.18,28.3,776126,1308571,0.2295,-0.1441
192.44,28.3,776126,1308571,0.2295,-0.1441
192.71,28.3,776126,1308571,0.2295,-0.1441
192.97,28.3,776126,1308571,0.2295,-0.1441
193.24,28.3,776126,1308571,0.2295,-0.1441
193.51,28.3,776126,1308571,0.2295,-0.1441
193.77,28.3,776126,1308571,0.2295,-0.1441
194.04,28.3,776126,1308571,0.2295,-0.1441
194.31,28.3,776126,1308571,0.2295,-0.1441
194.57,28.3,776126,1308571,0.2295,-0.1441
194.84,28.3,776126,1308571,0.2295,-0.1441
195.11,28.3,776126,1308571,0.2295,-0.1441
195.39,28.3,776126,1308571,0.2295,-0.1441
195.67,28.3,776126,1308571,0.2295,-0.1441
195.84,28.3,776126,1308571,0.2295,-0.1441
